gps_time,x,y,z,ve(m/s),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2024-12-27-07-46-31-067,11845057.623398,3497256.050592,60.738400,0.996600,-0.016000,0.009800,0.012097,0.001669,1.622313
2024-12-27-07-46-31-075,11845057.632124,3497256.050472,60.738400,0.996300,-0.016100,0.010300,0.012079,0.001675,1.622303
2024-12-27-07-46-31-083,11845057.640857,3497256.050346,60.738499,0.996700,-0.016900,0.009000,0.012063,0.001671,1.622293
2024-12-27-07-46-31-099,11845057.658296,3497256.050091,60.738602,0.995100,-0.017900,0.005100,0.012026,0.001656,1.622274
2024-12-27-07-46-31-107,11845057.667029,3497256.049956,60.738602,0.996200,-0.018800,0.004800,0.011975,0.001657,1.622283
2024-12-27-07-46-31-115,11845057.675757,3497256.049828,60.738701,0.996400,-0.018300,0.005000,0.011934,0.001629,1.622283
2024-12-27-07-46-31-123,11845057.684467,3497256.049712,60.738800,0.994700,-0.016600,0.009800,0.011935,0.001632,1.622267
2024-12-27-07-46-31-131,11845057.693191,3497256.049594,60.738800,0.995200,-0.016000,0.009000,0.011935,0.001658,1.622260
2024-12-27-07-46-31-139,11845057.701927,3497256.049489,60.738899,0.996700,-0.014500,0.009000,0.011932,0.001652,1.622257
2024-12-27-07-46-31-147,11845057.710661,3497256.049375,60.738998,0.997300,-0.015000,0.006000,0.011930,0.001633,1.622237
2024-12-27-07-46-31-155,11845057.719369,3497256.049267,60.738998,0.995000,-0.014800,0.009000,0.011930,0.001610,1.622243
2024-12-27-07-46-31-163,11845057.728094,3497256.049145,60.739101,0.995400,-0.016400,0.009100,0.011947,0.001618,1.622242
2024-12-27-07-46-31-171,11845057.736818,3497256.049009,60.739201,0.995600,-0.018600,0.009100,0.011944,0.001620,1.622234
2024-12-27-07-46-31-179,11845057.745518,3497256.048868,60.739300,0.993600,-0.020000,0.010900,0.011933,0.001602,1.622224
2024-12-27-07-46-31-187,11845057.754218,3497256.048727,60.739399,0.992700,-0.020500,0.013200,0.011950,0.001596,1.622224
2024-12-27-07-46-31-195,11845057.762932,3497256.048576,60.739399,0.993800,-0.021500,0.010500,0.011951,0.001602,1.622219
2024-12-27-07-46-31-203,11845057.771647,3497256.048429,60.739498,0.994600,-0.021100,0.009400,0.011934,0.001605,1.622207
2024-12-27-07-46-31-211,11845057.780354,3497256.048286,60.739601,0.994200,-0.020300,0.008000,0.011892,0.001578,1.622198
2024-12-27-07-46-31-219,11845057.789069,3497256.048145,60.739700,0.994700,-0.019600,0.011500,0.011871,0.001557,1.622194
2024-12-27-07-46-31-227,11845057.797785,3497256.048006,60.739799,0.994900,-0.019200,0.012900,0.011872,0.001565,1.622185
2024-12-27-07-46-31-235,11845057.806489,3497256.047859,60.739899,0.994000,-0.020000,0.013800,0.011850,0.001577,1.622184
2024-12-27-07-46-31-243,11845057.815199,3497256.047707,60.740002,0.994000,-0.020700,0.011700,0.011854,0.001582,1.622141
2024-12-27-07-46-31-251,11845057.823901,3497256.047561,60.740002,0.993400,-0.020700,0.008000,0.011838,0.001563,1.622148
2024-12-27-07-46-31-259,11845057.832542,3497256.047647,60.739899,0.993100,-0.022000,0.006200,0.011793,0.001540,1.622147
2024-12-27-07-46-31-267,11845057.841219,3497256.047588,60.739899,0.993200,-0.021500,0.007200,0.011767,0.001538,1.622147
2024-12-27-07-46-31-275,11845057.849905,3497256.047527,60.739899,0.994200,-0.021300,0.007800,0.011759,0.001537,1.622122
2024-12-27-07-46-31-283,11845057.858584,3497256.047475,60.739899,0.994000,-0.020400,0.009100,0.011759,0.001536,1.622114
2024-12-27-07-46-31-291,11845057.867251,3497256.047423,60.739899,0.992800,-0.019800,0.009700,0.011754,0.001536,1.622100
2024-12-27-07-46-31-299,11845057.875930,3497256.047370,60.739899,0.993400,-0.019800,0.009200,0.011769,0.001542,1.622091
2024-12-27-07-46-31-307,11845057.884614,3497256.047314,60.739899,0.994100,-0.020100,0.007500,0.011775,0.001528,1.622083
2024-12-27-07-46-31-315,11845057.893283,3497256.047251,60.739899,0.993100,-0.021300,0.007300,0.011779,0.001508,1.622095
2024-12-27-07-46-31-323,11845057.901948,3497256.047182,60.739899,0.992100,-0.022300,0.009400,0.011837,0.001527,1.622072
2024-12-27-07-46-31-331,11845057.910617,3497256.047108,60.739899,0.992300,-0.023200,0.009500,0.011848,0.001517,1.622056
2024-12-27-07-46-31-339,11845057.919287,3497256.047027,60.739899,0.992500,-0.024100,0.008900,0.011868,0.001503,1.622033
2024-12-27-07-46-31-347,11845057.927936,3497256.046955,60.739899,0.990600,-0.023500,0.009100,0.011900,0.001505,1.622030
2024-12-27-07-46-31-355,11845057.936601,3497256.046864,60.739899,0.991400,-0.024900,0.008400,0.011900,0.001521,1.622027
2024-12-27-07-46-31-363,11845057.945275,3497256.046777,60.739899,0.992700,-0.025100,0.006300,0.011894,0.001505,1.622010
2024-12-27-07-46-31-371,11845057.953949,3497256.046687,60.739899,0.993300,-0.025400,0.009100,0.011882,0.001475,1.622018
2024-12-27-07-46-31-379,11845057.962618,3497256.046587,60.739899,0.993000,-0.026300,0.009200,0.011868,0.001488,1.622002
2024-12-27-07-46-31-387,11845057.971281,3497256.046482,60.739899,0.992200,-0.027300,0.011100,0.011890,0.001487,1.621987
2024-12-27-07-46-31-395,11845057.979946,3497256.046375,60.739899,0.992000,-0.027800,0.008400,0.011886,0.001499,1.621962
2024-12-27-07-46-31-403,11845057.988608,3497256.046271,60.739899,0.991700,-0.027500,0.005900,0.011865,0.001496,1.621961
2024-12-27-07-46-31-411,11845057.997274,3497256.046161,60.739899,0.991900,-0.027800,0.004900,0.011809,0.001479,1.621966
2024-12-27-07-46-31-419,11845058.005935,3497256.046057,60.739799,0.991700,-0.027300,0.003600,0.011787,0.001450,1.621947
2024-12-27-07-46-31-427,11845058.014590,3497256.045962,60.739899,0.991000,-0.025800,0.009300,0.011773,0.001478,1.621927
2024-12-27-07-46-31-435,11845058.023243,3497256.045867,60.739899,0.990500,-0.025400,0.009600,0.011774,0.001486,1.621920
2024-12-27-07-46-31-443,11845058.031897,3497256.045775,60.739899,0.990600,-0.024700,0.012600,0.011752,0.001476,1.621898
2024-12-27-07-46-31-451,11845058.040561,3497256.045683,60.739899,0.991500,-0.024800,0.010400,0.011758,0.001471,1.621894
2024-12-27-07-46-31-459,11845058.049212,3497256.045588,60.739899,0.990900,-0.025300,0.010400,0.011759,0.001466,1.621882
2024-12-27-07-46-31-467,11845058.057882,3497256.045487,60.739899,0.992300,-0.026100,0.008100,0.011757,0.001453,1.621879
2024-12-27-07-46-31-475,11845058.066529,3497256.045383,60.739899,0.990800,-0.026900,0.008400,0.011745,0.001428,1.621870
2024-12-27-07-46-31-483,11845058.075173,3497256.045275,60.740002,0.989700,-0.027600,0.013300,0.011738,0.001419,1.621870
2024-12-27-07-46-31-491,11845058.083818,3497256.045164,60.740002,0.989300,-0.027900,0.013400,0.011740,0.001422,1.621835
2024-12-27-07-46-31-499,11845058.092459,3497256.045059,60.740101,0.989100,-0.027400,0.014900,0.011739,0.001424,1.621834
2024-12-27-07-46-31-507,11845058.101110,3497256.044960,60.740101,0.989800,-0.026400,0.012300,0.011746,0.001422,1.621829
2024-12-27-07-46-31-515,11845058.109756,3497256.044869,60.740101,0.989900,-0.024900,0.013500,0.011738,0.001410,1.621814
2024-12-27-07-46-31-523,11845058.118410,3497256.044784,60.740200,0.990700,-0.023700,0.012800,0.011757,0.001403,1.621803
2024-12-27-07-46-31-531,11845058.127061,3497256.044709,60.740200,0.990700,-0.022300,0.015100,0.011779,0.001380,1.621812
2024-12-27-07-46-31-539,11845058.135709,3497256.044636,60.740299,0.990300,-0.021600,0.018700,0.011794,0.001396,1.621795
2024-12-27-07-46-31-547,11845058.144354,3497256.044564,60.740398,0.989800,-0.021400,0.017300,0.011831,0.001411,1.621775
2024-12-27-07-46-31-555,11845058.152997,3497256.044498,60.740398,0.989400,-0.021000,0.012200,0.011860,0.001409,1.621768
2024-12-27-07-46-31-563,11845058.161643,3497256.044427,60.740398,0.989600,-0.021400,0.009500,0.011840,0.001379,1.621769
2024-12-27-07-46-31-571,11845058.170284,3497256.044361,60.740398,0.989300,-0.021200,0.007400,0.011829,0.001361,1.621772
2024-12-27-07-46-31-579,11845058.178923,3497256.044296,60.740398,0.989000,-0.021000,0.008100,0.011831,0.001361,1.621758
2024-12-27-07-46-31-587,11845058.187569,3497256.044234,60.740398,0.989500,-0.020600,0.008500,0.011853,0.001374,1.621744
2024-12-27-07-46-31-595,11845058.196217,3497256.044170,60.740398,0.990000,-0.020700,0.008400,0.011847,0.001357,1.621740
2024-12-27-07-46-31-603,11845058.204862,3497256.044109,60.740398,0.989900,-0.020300,0.007700,0.011840,0.001364,1.621718
2024-12-27-07-46-31-611,11845058.213516,3497256.044047,60.740398,0.990600,-0.020500,0.003200,0.011878,0.001374,1.621717
2024-12-27-07-46-31-619,11845058.222172,3497256.043980,60.740299,0.991100,-0.021200,0.002900,0.011873,0.001362,1.621724
2024-12-27-07-46-31-627,11845058.230819,3497256.043910,60.740299,0.990400,-0.021800,0.000200,0.011857,0.001364,1.621730
2024-12-27-07-46-31-635,11845058.239462,3497256.043841,60.740200,0.989600,-0.021800,0.002200,0.011862,0.001344,1.621722
2024-12-27-07-46-31-643,11845058.248109,3497256.043767,60.740200,0.989700,-0.022100,0.002800,0.011877,0.001332,1.621697
2024-12-27-07-46-31-651,11845058.256729,3497256.043712,60.740200,0.987200,-0.020300,0.007100,0.011898,0.001348,1.621690
2024-12-27-07-46-31-659,11845058.265369,3497256.043654,60.740200,0.988000,-0.019700,0.006400,0.011938,0.001385,1.621683
2024-12-27-07-46-31-667,11845058.274017,3497256.043608,60.740101,0.989500,-0.018300,0.005100,0.011958,0.001371,1.621679
2024-12-27-07-46-31-675,11845058.282655,3497256.043566,60.740101,0.989300,-0.017400,0.005900,0.011954,0.001354,1.621690
2024-12-27-07-46-31-683,11845058.291305,3497256.043514,60.740101,0.990100,-0.018100,0.005800,0.012001,0.001359,1.621671
2024-12-27-07-46-31-691,11845058.299960,3497256.043458,60.740101,0.990900,-0.019200,0.007600,0.012014,0.001361,1.621666
2024-12-27-07-46-31-699,11845058.308605,3497256.043398,60.740101,0.990200,-0.020000,0.007000,0.012036,0.001381,1.621641
2024-12-27-07-46-31-707,11845058.317233,3497256.043327,60.740101,0.988300,-0.021700,0.004900,0.012049,0.001360,1.621640
2024-12-27-07-46-31-715,11845058.325876,3497256.043252,60.740002,0.988700,-0.022600,0.002100,0.012050,0.001379,1.621639
2024-12-27-07-46-31-723,11845058.334533,3497256.043178,60.739899,0.990400,-0.022700,-0.001600,0.012037,0.001373,1.621624
2024-12-27-07-46-31-731,11845058.343173,3497256.043109,60.739899,0.989700,-0.021900,0.001900,0.012015,0.001394,1.621614
2024-12-27-07-46-31-739,11845058.351803,3497256.043047,60.739899,0.988300,-0.020600,0.001600,0.012048,0.001381,1.621596
2024-12-27-07-46-31-747,11845058.360446,3497256.042989,60.739799,0.988800,-0.019700,0.005700,0.012050,0.001395,1.621577
2024-12-27-07-46-31-755,11845058.369087,3497256.042934,60.739799,0.989000,-0.019000,0.007500,0.012044,0.001402,1.621578
2024-12-27-07-46-31-763,11845058.377712,3497256.042877,60.739799,0.987600,-0.019100,0.008400,0.012074,0.001410,1.621577
2024-12-27-07-46-31-771,11845058.386355,3497256.042807,60.739799,0.988700,-0.020800,0.007700,0.012099,0.001433,1.621572
2024-12-27-07-46-31-779,11845058.394990,3497256.042734,60.739799,0.988600,-0.021900,0.005700,0.012114,0.001416,1.621564
2024-12-27-07-46-31-787,11845058.403599,3497256.042653,60.739799,0.986200,-0.023100,0.008900,0.012131,0.001397,1.621561
2024-12-27-07-46-31-795,11845058.412212,3497256.042557,60.739799,0.985400,-0.025000,0.012400,0.012169,0.001395,1.621537
2024-12-27-07-46-31-803,11845058.420815,3497256.042468,60.739899,0.984400,-0.024900,0.014200,0.012209,0.001409,1.621521
2024-12-27-07-46-31-811,11845058.429413,3497256.042374,60.739899,0.983700,-0.025100,0.016700,0.012256,0.001418,1.621502
2024-12-27-07-46-31-819,11845058.438015,3497256.042274,60.740002,0.984000,-0.025700,0.012200,0.012293,0.001440,1.621475
2024-12-27-07-46-31-827,11845058.446620,3497256.042177,60.740002,0.984600,-0.025500,0.012200,0.012304,0.001420,1.621488
2024-12-27-07-46-31-835,11845058.455222,3497256.042076,60.740002,0.984700,-0.025700,0.010100,0.012322,0.001428,1.621477
2024-12-27-07-46-31-843,11845058.463814,3497256.041967,60.740101,0.983800,-0.026600,0.012200,0.012329,0.001415,1.621457
2024-12-27-07-46-31-851,11845058.472412,3497256.041848,60.740101,0.983900,-0.028000,0.011600,0.012334,0.001429,1.621440
2024-12-27-07-46-31-859,11845058.481008,3497256.041733,60.740101,0.983800,-0.027900,0.011100,0.012337,0.001450,1.621424
2024-12-27-07-46-31-867,11845058.489595,3497256.041609,60.740101,0.983000,-0.028900,0.009700,0.012332,0.001432,1.621414
2024-12-27-07-46-31-875,11845058.498159,3497256.041485,60.740101,0.980700,-0.029100,0.007800,0.012332,0.001425,1.621395
2024-12-27-07-46-31-883,11845058.506739,3497256.041367,60.740101,0.981100,-0.028300,0.010100,0.012304,0.001425,1.621383
2024-12-27-07-46-31-891,11845058.515313,3497256.041252,60.740200,0.981100,-0.027500,0.010700,0.012318,0.001416,1.621367
2024-12-27-07-46-31-899,11845058.523864,3497256.041152,60.740200,0.979000,-0.025600,0.015600,0.012326,0.001429,1.621353
2024-12-27-07-46-31-907,11845058.532436,3497256.041044,60.740299,0.980100,-0.025600,0.015700,0.012363,0.001433,1.621344
2024-12-27-07-46-31-915,11845058.541008,3497256.040944,60.740299,0.980900,-0.025000,0.014400,0.012398,0.001440,1.621320
2024-12-27-07-46-31-923,11845058.549564,3497256.040838,60.740398,0.979800,-0.025500,0.013200,0.012403,0.001430,1.621315
2024-12-27-07-46-31-931,11845058.558117,3497256.040722,60.740398,0.979000,-0.026900,0.008800,0.012420,0.001434,1.621301
2024-12-27-07-46-31-939,11845058.566707,3497256.040523,60.740501,0.979900,-0.027800,0.009300,0.012416,0.001431,1.621291
2024-12-27-07-46-31-947,11845058.575303,3497256.040318,60.740501,0.981000,-0.028700,0.010400,0.012448,0.001418,1.621276
2024-12-27-07-46-31-955,11845058.583861,3497256.040119,60.740700,0.978100,-0.028300,0.013800,0.012460,0.001401,1.621270
2024-12-27-07-46-31-963,11845058.592428,3497256.039917,60.740799,0.977300,-0.028300,0.016500,0.012506,0.001427,1.621246
2024-12-27-07-46-31-971,11845058.601008,3497256.039718,60.740898,0.978500,-0.027800,0.014400,0.012563,0.001432,1.621226
2024-12-27-07-46-31-979,11845058.609578,3497256.039525,60.741001,0.978300,-0.027000,0.014300,0.012573,0.001426,1.621223
2024-12-27-07-46-31-987,11845058.618150,3497256.039331,60.741100,0.978400,-0.026700,0.012100,0.012598,0.001419,1.621210
2024-12-27-07-46-31-995,11845058.626734,3497256.039137,60.741199,0.979600,-0.026600,0.013700,0.012633,0.001404,1.621191
2024-12-27-07-46-32-003,11845058.635317,3497256.038942,60.741299,0.980000,-0.026700,0.012600,0.012649,0.001402,1.621161
2024-12-27-07-46-32-011,11845058.643888,3497256.038754,60.741402,0.978900,-0.026200,0.014600,0.012682,0.001417,1.621146
2024-12-27-07-46-32-019,11845058.652464,3497256.038559,60.741501,0.978800,-0.026600,0.011700,0.012688,0.001424,1.621132
2024-12-27-07-46-32-027,11845058.661031,3497256.038377,60.741600,0.978000,-0.025600,0.007700,0.012695,0.001426,1.621119
2024-12-27-07-46-32-035,11845058.669614,3497256.038191,60.741600,0.979200,-0.025500,0.005400,0.012679,0.001412,1.621123
2024-12-27-07-46-32-043,11845058.678189,3497256.038016,60.741699,0.979000,-0.024300,0.003800,0.012682,0.001415,1.621110
2024-12-27-07-46-32-051,11845058.686764,3497256.037844,60.741699,0.979000,-0.023500,0.006000,0.012677,0.001417,1.621097
2024-12-27-07-46-32-059,11845058.695342,3497256.037673,60.741798,0.979100,-0.023200,0.007300,0.012693,0.001433,1.621074
2024-12-27-07-46-32-067,11845058.703910,3497256.037513,60.741901,0.978300,-0.022100,0.009400,0.012675,0.001418,1.621062
2024-12-27-07-46-32-075,11845058.712495,3497256.037351,60.741901,0.979500,-0.021900,0.008300,0.012693,0.001453,1.621060
2024-12-27-07-46-32-083,11845058.721085,3497256.037185,60.742001,0.980500,-0.022500,0.004300,0.012686,0.001436,1.621064
2024-12-27-07-46-32-091,11845058.729672,3497256.037022,60.742001,0.980600,-0.022500,0.003600,0.012672,0.001428,1.621054
2024-12-27-07-46-32-099,11845058.738263,3497256.036854,60.742001,0.981000,-0.023000,0.004800,0.012673,0.001416,1.621038
2024-12-27-07-46-32-107,11845058.746846,3497256.036697,60.742100,0.980200,-0.022200,0.008100,0.012675,0.001411,1.621024
2024-12-27-07-46-32-115,11845058.755423,3497256.036542,60.742199,0.979200,-0.021500,0.012300,0.012682,0.001429,1.621017
2024-12-27-07-46-32-123,11845058.763995,3497256.036396,60.742298,0.978400,-0.020200,0.014000,0.012706,0.001419,1.620996
2024-12-27-07-46-32-131,11845058.772574,3497256.036258,60.742401,0.978700,-0.019000,0.013600,0.012708,0.001442,1.620992
2024-12-27-07-46-32-139,11845058.781164,3497256.036120,60.742500,0.980100,-0.018500,0.011600,0.012712,0.001423,1.621000
2024-12-27-07-46-32-147,11845058.789747,3497256.035986,60.742599,0.980100,-0.018200,0.013400,0.012701,0.001414,1.621005
2024-12-27-07-46-32-155,11845058.798316,3497256.035853,60.742699,0.978700,-0.018000,0.015900,0.012684,0.001397,1.621001
2024-12-27-07-46-32-163,11845058.806903,3497256.035713,60.742901,0.979600,-0.018900,0.016300,0.012703,0.001405,1.620979
2024-12-27-07-46-32-171,11845058.815486,3497256.035575,60.743000,0.979800,-0.019200,0.018600,0.012675,0.001391,1.620995
2024-12-27-07-46-32-179,11845058.824060,3497256.035437,60.743099,0.979000,-0.019100,0.016400,0.012647,0.001388,1.620971
2024-12-27-07-46-32-187,11845058.832637,3497256.035298,60.743198,0.978900,-0.019200,0.016200,0.012633,0.001385,1.620964
2024-12-27-07-46-32-195,11845058.841227,3497256.035170,60.743301,0.980100,-0.018200,0.012200,0.012622,0.001355,1.620960
2024-12-27-07-46-32-203,11845058.849793,3497256.035053,60.743500,0.978500,-0.016400,0.015500,0.012593,0.001348,1.620962
2024-12-27-07-46-32-211,11845058.858380,3497256.034939,60.743599,0.979600,-0.015500,0.014000,0.012603,0.001346,1.620959
2024-12-27-07-46-32-219,11845058.866963,3497256.034831,60.743698,0.979800,-0.014500,0.017400,0.012584,0.001354,1.620953
2024-12-27-07-46-32-227,11845058.875543,3497256.034720,60.743900,0.979600,-0.014700,0.017100,0.012582,0.001346,1.620958
2024-12-27-07-46-32-235,11845058.884121,3497256.034603,60.743999,0.979300,-0.015500,0.014200,0.012587,0.001355,1.620940
2024-12-27-07-46-32-243,11845058.892713,3497256.034481,60.744099,0.980400,-0.016700,0.011800,0.012587,0.001353,1.620931
2024-12-27-07-46-32-251,11845058.901302,3497256.034358,60.744099,0.980700,-0.017300,0.009700,0.012577,0.001326,1.620928
2024-12-27-07-46-32-259,11845058.909885,3497256.034233,60.744301,0.980200,-0.017700,0.012100,0.012571,0.001320,1.620926
2024-12-27-07-46-32-267,11845058.918462,3497256.034100,60.744400,0.979300,-0.018500,0.014300,0.012589,0.001320,1.620897
2024-12-27-07-46-32-275,11845058.927043,3497256.033975,60.744499,0.979200,-0.018000,0.016300,0.012612,0.001310,1.620889
2024-12-27-07-46-32-283,11845058.935618,3497256.033855,60.744598,0.978800,-0.017000,0.017200,0.012632,0.001298,1.620894
2024-12-27-07-46-32-291,11845058.944198,3497256.033732,60.744701,0.979100,-0.016900,0.013900,0.012635,0.001306,1.620876
2024-12-27-07-46-32-299,11845058.952796,3497256.033608,60.744801,0.980900,-0.017000,0.012400,0.012623,0.001296,1.620880
2024-12-27-07-46-32-307,11845058.961394,3497256.033477,60.744900,0.981800,-0.017900,0.009700,0.012626,0.001275,1.620874
2024-12-27-07-46-32-315,11845058.969974,3497256.033342,60.744999,0.980300,-0.018700,0.010800,0.012619,0.001274,1.620877
2024-12-27-07-46-32-323,11845058.978572,3497256.033195,60.745098,0.981100,-0.020400,0.012200,0.012634,0.001265,1.620854
2024-12-27-07-46-32-331,11845058.987324,3497256.033281,60.744999,0.980500,-0.021300,0.009500,0.012630,0.001268,1.620846
2024-12-27-07-46-32-339,11845058.995987,3497256.033217,60.744999,0.981200,-0.022200,0.006300,0.012628,0.001291,1.620828
2024-12-27-07-46-32-347,11845059.004661,3497256.033153,60.744900,0.982700,-0.022400,0.000200,0.012587,0.001268,1.620806
2024-12-27-07-46-32-355,11845059.013322,3497256.033102,60.744900,0.982000,-0.020900,-0.001300,0.012536,0.001251,1.620806
2024-12-27-07-46-32-363,11845059.022001,3497256.033048,60.744801,0.983200,-0.020400,-0.002000,0.012495,0.001255,1.620792
2024-12-27-07-46-32-371,11845059.030673,3497256.033005,60.744801,0.983100,-0.019000,0.001400,0.012466,0.001254,1.620798
2024-12-27-07-46-32-379,11845059.039334,3497256.032964,60.744701,0.981900,-0.018200,0.003800,0.012435,0.001241,1.620780
2024-12-27-07-46-32-387,11845059.048015,3497256.032914,60.744701,0.983000,-0.019100,0.004500,0.012430,0.001296,1.620751
2024-12-27-07-46-32-395,11845059.056706,3497256.032869,60.744701,0.984600,-0.019200,0.003100,0.012415,0.001282,1.620773
2024-12-27-07-46-32-403,11845059.065394,3497256.032802,60.744598,0.985000,-0.021500,-0.000300,0.012393,0.001266,1.620761
2024-12-27-07-46-32-411,11845059.074078,3497256.032743,60.744499,0.984600,-0.021800,0.002000,0.012377,0.001249,1.620761
2024-12-27-07-46-32-419,11845059.082777,3497256.032685,60.744499,0.985600,-0.021400,0.003700,0.012404,0.001249,1.620737
2024-12-27-07-46-32-427,11845059.091453,3497256.032632,60.744499,0.984000,-0.020800,0.006200,0.012405,0.001254,1.620735
2024-12-27-07-46-32-435,11845059.100139,3497256.032583,60.744499,0.984100,-0.019700,0.009400,0.012425,0.001257,1.620721
2024-12-27-07-46-32-443,11845059.108837,3497256.032540,60.744499,0.985200,-0.018700,0.008400,0.012425,0.001268,1.620709
2024-12-27-07-46-32-451,11845059.117530,3497256.032504,60.744499,0.985400,-0.017600,0.009000,0.012422,0.001252,1.620710
2024-12-27-07-46-32-459,11845059.126226,3497256.032463,60.744499,0.985600,-0.017900,0.007600,0.012432,0.001240,1.620697
2024-12-27-07-46-32-467,11845059.134929,3497256.032425,60.744499,0.986300,-0.017900,0.009900,0.012421,0.001226,1.620713
2024-12-27-07-46-32-475,11845059.143643,3497256.032383,60.744499,0.987500,-0.018300,0.012700,0.012421,0.001235,1.620697
2024-12-27-07-46-32-484,11845059.152334,3497256.032335,60.744598,0.986000,-0.019100,0.014600,0.012413,0.001226,1.620680
2024-12-27-07-46-32-492,11845059.161036,3497256.032279,60.744598,0.986000,-0.020500,0.013400,0.012432,0.001227,1.620674
2024-12-27-07-46-32-500,11845059.169753,3497256.032226,60.744598,0.987400,-0.020700,0.009000,0.012435,0.001255,1.620662
2024-12-27-07-46-32-508,11845059.178461,3497256.032178,60.744598,0.987400,-0.020000,0.004300,0.012382,0.001206,1.620666
2024-12-27-07-46-32-516,11845059.187163,3497256.032130,60.744499,0.986700,-0.019600,0.002100,0.012351,0.001216,1.620664
2024-12-27-07-46-32-524,11845059.195879,3497256.032087,60.744499,0.987500,-0.018700,0.001300,0.012284,0.001221,1.620656
2024-12-27-07-46-32-532,11845059.204609,3497256.032054,60.744400,0.989300,-0.017300,0.002200,0.012226,0.001214,1.620650
2024-12-27-07-46-32-540,11845059.213322,3497256.032025,60.744400,0.988400,-0.016300,0.001900,0.012184,0.001220,1.620645
2024-12-27-07-46-32-548,11845059.222047,3497256.032002,60.744400,0.988900,-0.015500,0.004800,0.012156,0.001231,1.620651
2024-12-27-07-46-32-556,11845059.230788,3497256.031971,60.744301,0.990500,-0.016200,-0.000100,0.012128,0.001250,1.620632
2024-12-27-07-46-32-564,11845059.239517,3497256.031946,60.744202,0.990100,-0.016100,0.001900,0.012100,0.001232,1.620650
2024-12-27-07-46-32-572,11845059.248254,3497256.031914,60.744202,0.990500,-0.016900,-0.000200,0.012099,0.001224,1.620643
2024-12-27-07-46-32-580,11845059.256977,3497256.031882,60.744099,0.989300,-0.017200,0.003300,0.012098,0.001245,1.620645
2024-12-27-07-46-32-588,11845059.265706,3497256.031853,60.744099,0.989300,-0.016900,0.004200,0.012106,0.001248,1.620640
2024-12-27-07-46-32-596,11845059.274422,3497256.031823,60.744099,0.988100,-0.016900,0.005200,0.012100,0.001264,1.620631
2024-12-27-07-46-32-604,11845059.283147,3497256.031788,60.743999,0.988400,-0.017300,0.001800,0.012085,0.001263,1.620615
2024-12-27-07-46-32-612,11845059.291894,3497256.031765,60.743999,0.990800,-0.016300,0.000800,0.012040,0.001251,1.620631
2024-12-27-07-46-32-620,11845059.300629,3497256.031736,60.743900,0.990800,-0.016400,-0.001300,0.012004,0.001247,1.620635
2024-12-27-07-46-32-628,11845059.309363,3497256.031710,60.743801,0.990400,-0.016100,0.001500,0.011992,0.001261,1.620627
2024-12-27-07-46-32-636,11845059.318099,3497256.031688,60.743801,0.990500,-0.015500,0.002100,0.011958,0.001238,1.620620
2024-12-27-07-46-32-644,11845059.326845,3497256.031667,60.743801,0.991300,-0.015200,0.004400,0.011934,0.001255,1.620606
2024-12-27-07-46-32-652,11845059.335578,3497256.031644,60.743698,0.990500,-0.015400,0.002500,0.011933,0.001281,1.620587
2024-12-27-07-46-32-660,11845059.344319,3497256.031629,60.743599,0.990800,-0.014800,-0.000400,0.011918,0.001279,1.620590
2024-12-27-07-46-32-668,11845059.353085,3497256.031612,60.743500,0.993200,-0.014700,-0.003000,0.011879,0.001267,1.620601
2024-12-27-07-46-32-676,11845059.361820,3497256.031603,60.743500,0.991500,-0.013900,-0.001600,0.011847,0.001248,1.620609
2024-12-27-07-46-32-684,11845059.370560,3497256.031595,60.743401,0.990900,-0.013200,0.000200,0.011840,0.001239,1.620591
2024-12-27-07-46-32-692,11845059.379319,3497256.031591,60.743401,0.992400,-0.012800,0.001900,0.011821,0.001258,1.620592
2024-12-27-07-46-32-700,11845059.388072,3497256.031581,60.743401,0.992600,-0.013300,0.005600,0.011814,0.001256,1.620571
2024-12-27-07-46-32-708,11845059.396823,3497256.031569,60.743301,0.992400,-0.013900,0.001800,0.011842,0.001253,1.620555
2024-12-27-07-46-32-716,11845059.405586,3497256.031543,60.743198,0.993300,-0.015700,0.001300,0.011838,0.001270,1.620552
2024-12-27-07-46-32-724,11845059.414363,3497256.031513,60.743198,0.995000,-0.017000,0.000200,0.011842,0.001259,1.620558
2024-12-27-07-46-32-732,11845059.423122,3497256.031487,60.743099,0.994100,-0.016800,-0.000200,0.011820,0.001224,1.620552
2024-12-27-07-46-32-740,11845059.431878,3497256.031459,60.743099,0.993100,-0.016700,0.005700,0.011839,0.001213,1.620530
2024-12-27-07-46-32-748,11845059.440641,3497256.031433,60.743099,0.993300,-0.016300,0.008100,0.011868,0.001218,1.620516
2024-12-27-07-46-32-756,11845059.449402,3497256.031413,60.743099,0.993200,-0.015500,0.010700,0.011902,0.001235,1.620501
2024-12-27-07-46-32-764,11845059.458166,3497256.031388,60.743099,0.993500,-0.015600,0.011900,0.011947,0.001234,1.620491
2024-12-27-07-46-32-772,11845059.466927,3497256.031364,60.743099,0.993400,-0.015700,0.010700,0.011991,0.001240,1.620489
2024-12-27-07-46-32-780,11845059.475706,3497256.031324,60.743099,0.995000,-0.017500,0.008600,0.012005,0.001220,1.620496
