gps_time,x,y,z,ve(m/s),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2024-12-27-07-48-11-003,11845165.807310,3497255.949371,60.723701,0.811500,0.008200,-0.004800,0.016721,0.002446,1.591797
2024-12-27-07-48-11-011,11845165.814398,3497255.949426,60.723598,0.809600,0.007700,-0.003700,0.016735,0.002435,1.591784
2024-12-27-07-48-11-019,11845165.821485,3497255.949471,60.723598,0.808700,0.006400,-0.003600,0.016751,0.002462,1.591788
2024-12-27-07-48-11-027,11845165.828576,3497255.949515,60.723598,0.808800,0.005800,-0.007100,0.016741,0.002465,1.591765
2024-12-27-07-48-11-035,11845165.835665,3497255.949551,60.723499,0.808900,0.004900,-0.003900,0.016706,0.002444,1.591756
2024-12-27-07-48-11-043,11845165.842750,3497255.949585,60.723499,0.808600,0.004400,-0.008900,0.016677,0.002454,1.591752
2024-12-27-07-48-11-051,11845165.849833,3497255.949623,60.723400,0.808400,0.004700,-0.004500,0.016638,0.002438,1.591757
2024-12-27-07-48-11-059,11845165.856917,3497255.949658,60.723400,0.808400,0.004700,-0.007500,0.016624,0.002466,1.591734
2024-12-27-07-48-11-067,11845165.864000,3497255.949706,60.723301,0.808400,0.006100,-0.006000,0.016596,0.002452,1.591742
2024-12-27-07-48-11-075,11845165.871079,3497255.949748,60.723301,0.808100,0.006200,-0.005000,0.016564,0.002464,1.591732
2024-12-27-07-48-11-083,11845165.878148,3497255.949797,60.723301,0.807000,0.006900,-0.003500,0.016534,0.002472,1.591712
2024-12-27-07-48-11-091,11845165.885214,3497255.949856,60.723202,0.806300,0.008000,-0.003000,0.016545,0.002478,1.591740
2024-12-27-07-48-11-099,11845165.892293,3497255.949904,60.723202,0.807400,0.007400,-0.003500,0.016533,0.002500,1.591730
2024-12-27-07-48-11-107,11845165.899355,3497255.949957,60.723202,0.806500,0.007600,-0.004900,0.016515,0.002484,1.591711
2024-12-27-07-48-11-115,11845165.906421,3497255.950012,60.723202,0.806400,0.007600,-0.001800,0.016495,0.002479,1.591723
2024-12-27-07-48-11-123,11845165.913469,3497255.950061,60.723099,0.804800,0.007100,-0.003000,0.016477,0.002480,1.591702
2024-12-27-07-48-11-131,11845165.920509,3497255.950115,60.723099,0.803400,0.007400,0.001700,0.016465,0.002470,1.591693
2024-12-27-07-48-11-139,11845165.927548,3497255.950170,60.723099,0.802800,0.007600,0.000000,0.016484,0.002490,1.591693
2024-12-27-07-48-11-147,11845165.934585,3497255.950226,60.723202,0.802700,0.007700,0.002800,0.016485,0.002476,1.591688
2024-12-27-07-48-11-155,11845165.941628,3497255.950280,60.723099,0.803300,0.007600,-0.000900,0.016526,0.002497,1.591666
2024-12-27-07-48-11-163,11845165.948675,3497255.950341,60.723099,0.804200,0.008200,-0.004000,0.016570,0.002498,1.591664
2024-12-27-07-48-11-171,11845165.955718,3497255.950400,60.723099,0.804200,0.008200,-0.004400,0.016591,0.002495,1.591677
2024-12-27-07-48-11-179,11845165.962766,3497255.950458,60.723000,0.804500,0.008300,-0.008600,0.016624,0.002490,1.591662
2024-12-27-07-48-11-187,11845165.969798,3497255.950518,60.723000,0.803200,0.008400,-0.007400,0.016636,0.002501,1.591654
2024-12-27-07-48-11-195,11845165.976829,3497255.950569,60.722900,0.802500,0.007400,-0.010400,0.016654,0.002527,1.591642
2024-12-27-07-48-11-203,11845165.983862,3497255.950613,60.722801,0.802400,0.006200,-0.007500,0.016661,0.002536,1.591634
2024-12-27-07-48-11-211,11845165.990877,3497255.950658,60.722698,0.800900,0.005700,-0.010900,0.016656,0.002548,1.591641
2024-12-27-07-48-11-219,11845165.997898,3497255.950695,60.722698,0.800800,0.004900,-0.005900,0.016657,0.002586,1.591633
2024-12-27-07-48-11-227,11845166.004912,3497255.950717,60.722599,0.800400,0.003200,-0.008900,0.016637,0.002559,1.591600
2024-12-27-07-48-11-235,11845166.011916,3497255.950745,60.722599,0.799500,0.003100,-0.006200,0.016613,0.002572,1.591611
2024-12-27-07-48-11-243,11845166.018928,3497255.950755,60.722500,0.799800,0.001200,-0.006000,0.016596,0.002573,1.591605
2024-12-27-07-48-11-251,11845166.025938,3497255.950755,60.722500,0.800000,-0.000300,-0.004700,0.016559,0.002550,1.591584
2024-12-27-07-48-11-259,11845166.033179,3497255.951018,60.722301,0.798500,-0.000100,-0.003000,0.016544,0.002557,1.591589
2024-12-27-07-48-11-267,11845166.040277,3497255.951115,60.722301,0.798500,-0.001000,-0.001800,0.016499,0.002525,1.591579
2024-12-27-07-48-11-275,11845166.047366,3497255.951222,60.722301,0.797900,-0.000100,0.001100,0.016489,0.002543,1.591552
2024-12-27-07-48-11-283,11845166.054446,3497255.951330,60.722301,0.796900,0.000600,0.002500,0.016479,0.002543,1.591548
2024-12-27-07-48-11-291,11845166.061531,3497255.951437,60.722301,0.797100,0.000900,0.003200,0.016463,0.002543,1.591514
2024-12-27-07-48-11-299,11845166.068614,3497255.951545,60.722301,0.797100,0.001000,0.002400,0.016463,0.002536,1.591503
2024-12-27-07-48-11-307,11845166.075701,3497255.951651,60.722301,0.797600,0.000700,0.003400,0.016460,0.002515,1.591501
2024-12-27-07-48-11-315,11845166.082772,3497255.951751,60.722301,0.796400,0.000000,0.004700,0.016431,0.002519,1.591494
2024-12-27-07-48-11-323,11845166.089830,3497255.951846,60.722301,0.794800,-0.000900,0.005700,0.016449,0.002482,1.591480
2024-12-27-07-48-11-331,11845166.096893,3497255.951947,60.722401,0.794600,-0.000600,0.007600,0.016460,0.002473,1.591473
2024-12-27-07-48-11-339,11845166.103944,3497255.952044,60.722401,0.793500,-0.000700,0.007100,0.016474,0.002482,1.591446
2024-12-27-07-48-11-347,11845166.110994,3497255.952148,60.722500,0.793300,0.000100,0.009500,0.016530,0.002468,1.591431
2024-12-27-07-48-11-355,11845166.118056,3497255.952258,60.722500,0.794400,0.001100,0.007100,0.016583,0.002469,1.591415
2024-12-27-07-48-11-363,11845166.125102,3497255.952370,60.722500,0.793600,0.001700,0.005900,0.016659,0.002479,1.591399
2024-12-27-07-48-11-371,11845166.132153,3497255.952482,60.722500,0.793700,0.001900,0.003500,0.016713,0.002449,1.591391
2024-12-27-07-48-11-379,11845166.139212,3497255.952585,60.722500,0.794600,0.001000,0.000700,0.016777,0.002461,1.591362
2024-12-27-07-48-11-387,11845166.146259,3497255.952690,60.722500,0.793900,0.000600,-0.001500,0.016803,0.002459,1.591370
2024-12-27-07-48-11-395,11845166.153301,3497255.952782,60.722500,0.793100,-0.000800,-0.005200,0.016825,0.002458,1.591336
2024-12-27-07-48-11-403,11845166.160331,3497255.952870,60.722401,0.791700,-0.001800,-0.005600,0.016837,0.002452,1.591326
2024-12-27-07-48-11-411,11845166.167371,3497255.952961,60.722301,0.792100,-0.001900,-0.008500,0.016847,0.002462,1.591322
2024-12-27-07-48-11-419,11845166.174401,3497255.953035,60.722301,0.791600,-0.003500,-0.008000,0.016840,0.002471,1.591311
2024-12-27-07-48-11-427,11845166.181430,3497255.953109,60.722198,0.791300,-0.003900,-0.010600,0.016838,0.002505,1.591277
2024-12-27-07-48-11-435,11845166.188464,3497255.953186,60.722099,0.791900,-0.003800,-0.009400,0.016818,0.002502,1.591274
2024-12-27-07-48-11-443,11845166.195482,3497255.953259,60.722000,0.790700,-0.003800,-0.008500,0.016801,0.002488,1.591260
2024-12-27-07-48-11-450,11845166.202500,3497255.953339,60.722000,0.790200,-0.003000,-0.006400,0.016782,0.002483,1.591245
2024-12-27-07-48-11-458,11845166.209514,3497255.953427,60.721901,0.789700,-0.001800,-0.004700,0.016790,0.002517,1.591246
2024-12-27-07-48-11-466,11845166.216509,3497255.953512,60.721901,0.787900,-0.001500,-0.002700,0.016802,0.002511,1.591221
2024-12-27-07-48-11-474,11845166.223512,3497255.953602,60.721802,0.788000,-0.001000,-0.002900,0.016811,0.002533,1.591204
2024-12-27-07-48-11-482,11845166.230512,3497255.953695,60.721802,0.788000,-0.000500,-0.003000,0.016815,0.002547,1.591206
2024-12-27-07-48-11-490,11845166.237501,3497255.953780,60.721802,0.787300,-0.001200,-0.003300,0.016795,0.002523,1.591179
2024-12-27-07-48-11-498,11845166.244484,3497255.953869,60.721699,0.786400,-0.001200,-0.003400,0.016782,0.002510,1.591172
2024-12-27-07-48-11-506,11845166.251461,3497255.953962,60.721699,0.785600,-0.000800,0.000400,0.016772,0.002517,1.591162
2024-12-27-07-48-11-514,11845166.258425,3497255.954056,60.721699,0.784200,-0.000400,0.001600,0.016752,0.002502,1.591141
2024-12-27-07-48-11-522,11845166.265379,3497255.954162,60.721699,0.782900,0.000900,0.005800,0.016781,0.002507,1.591130
2024-12-27-07-48-11-530,11845166.272332,3497255.954271,60.721699,0.782500,0.001700,0.004500,0.016810,0.002503,1.591119
2024-12-27-07-48-11-538,11845166.279290,3497255.954385,60.721802,0.783000,0.002600,0.006600,0.016860,0.002519,1.591105
2024-12-27-07-48-11-546,11845166.286241,3497255.954506,60.721802,0.782800,0.003600,0.004200,0.016907,0.002499,1.591089
2024-12-27-07-48-11-554,11845166.293184,3497255.954631,60.721802,0.782100,0.004300,0.004400,0.016968,0.002507,1.591084
2024-12-27-07-48-11-562,11845166.300115,3497255.954758,60.721802,0.780800,0.004600,0.004400,0.016999,0.002487,1.591087
2024-12-27-07-48-11-570,11845166.307044,3497255.954883,60.721901,0.780200,0.004400,0.005300,0.017040,0.002487,1.591069
2024-12-27-07-48-11-578,11845166.313964,3497255.955005,60.721901,0.779300,0.004000,0.004600,0.017080,0.002503,1.591049
2024-12-27-07-48-11-586,11845166.320881,3497255.955124,60.721901,0.778800,0.003300,0.006100,0.017085,0.002496,1.591048
2024-12-27-07-48-11-594,11845166.327767,3497255.955234,60.721901,0.775900,0.002000,0.003700,0.017128,0.002483,1.591038
2024-12-27-07-48-11-602,11845166.334656,3497255.955346,60.722000,0.775200,0.001700,0.005400,0.017138,0.002471,1.591021
2024-12-27-07-48-11-610,11845166.341536,3497255.955451,60.722000,0.774400,0.001100,0.003200,0.017158,0.002473,1.591011
2024-12-27-07-48-11-626,11845166.355283,3497255.955651,60.722000,0.773700,0.000300,0.002900,0.017161,0.002493,1.590968
2024-12-27-07-48-11-634,11845166.362134,3497255.955748,60.722000,0.772000,-0.000100,0.004100,0.017154,0.002478,1.590969
2024-12-27-07-48-11-642,11845166.368990,3497255.955846,60.722099,0.771700,0.000100,0.005300,0.017144,0.002463,1.590957
2024-12-27-07-48-11-650,11845166.375835,3497255.955943,60.722099,0.770900,0.000200,0.005100,0.017157,0.002459,1.590932
2024-12-27-07-48-11-658,11845166.382657,3497255.956035,60.722099,0.768600,-0.000400,0.006600,0.017149,0.002468,1.590933
2024-12-27-07-48-11-666,11845166.389482,3497255.956129,60.722099,0.768000,-0.000400,0.004500,0.017145,0.002485,1.590911
2024-12-27-07-48-11-674,11845166.396293,3497255.956218,60.722198,0.767000,-0.000700,0.005200,0.017116,0.002465,1.590891
2024-12-27-07-48-11-682,11845166.403098,3497255.956311,60.722198,0.766100,-0.000500,0.004900,0.017095,0.002451,1.590884
2024-12-27-07-48-11-690,11845166.409899,3497255.956401,60.722198,0.765700,-0.000600,0.005700,0.017098,0.002452,1.590852
2024-12-27-07-48-11-698,11845166.416681,3497255.956493,60.722301,0.764000,-0.000500,0.006600,0.017089,0.002445,1.590852
2024-12-27-07-48-11-706,11845166.423451,3497255.956592,60.722301,0.762400,0.000400,0.007100,0.017071,0.002435,1.590839
2024-12-27-07-48-11-714,11845166.430219,3497255.956691,60.722401,0.761800,0.000800,0.007500,0.017094,0.002420,1.590825
2024-12-27-07-48-11-722,11845166.436981,3497255.956791,60.722401,0.761200,0.001000,0.006200,0.017103,0.002426,1.590801
2024-12-27-07-48-11-730,11845166.443734,3497255.956894,60.722401,0.760500,0.001400,0.003500,0.017137,0.002424,1.590779
2024-12-27-07-48-11-738,11845166.450485,3497255.956997,60.722401,0.760200,0.001500,0.000300,0.017169,0.002417,1.590773
2024-12-27-07-48-11-746,11845166.457230,3497255.957102,60.722401,0.759700,0.001700,-0.002900,0.017176,0.002434,1.590752
2024-12-27-07-48-11-754,11845166.463981,3497255.957207,60.722301,0.760200,0.001700,-0.002900,0.017191,0.002427,1.590750
2024-12-27-07-48-11-762,11845166.470722,3497255.957312,60.722301,0.759700,0.001800,-0.005200,0.017186,0.002444,1.590719
2024-12-27-07-48-11-770,11845166.477449,3497255.957421,60.722301,0.758200,0.002200,-0.003400,0.017192,0.002423,1.590702
2024-12-27-07-48-11-778,11845166.484165,3497255.957523,60.722198,0.756700,0.001700,-0.003000,0.017193,0.002439,1.590684
2024-12-27-07-48-11-786,11845166.490866,3497255.957631,60.722198,0.754800,0.002000,-0.002700,0.017184,0.002437,1.590671
2024-12-27-07-48-11-794,11845166.497569,3497255.957736,60.722198,0.754500,0.001700,-0.002100,0.017194,0.002433,1.590659
2024-12-27-07-48-11-802,11845166.504259,3497255.957831,60.722099,0.753400,0.000700,-0.002400,0.017185,0.002461,1.590633
2024-12-27-07-48-11-810,11845166.510940,3497255.957923,60.722099,0.752500,-0.000100,-0.001100,0.017178,0.002455,1.590601
2024-12-27-07-48-11-818,11845166.517620,3497255.958014,60.722099,0.752200,-0.000500,-0.002500,0.017169,0.002450,1.590587
2024-12-27-07-48-11-826,11845166.524298,3497255.958104,60.722099,0.752200,-0.000700,0.000400,0.017140,0.002442,1.590574
2024-12-27-07-48-11-834,11845166.530974,3497255.958201,60.722099,0.752100,0.000200,0.000800,0.017143,0.002439,1.590559
2024-12-27-07-48-11-842,11845166.537624,3497255.958300,60.722099,0.749900,0.000900,0.002500,0.017116,0.002424,1.590543
2024-12-27-07-48-11-850,11845166.544273,3497255.958402,60.722099,0.748800,0.001500,0.006600,0.017120,0.002426,1.590530
2024-12-27-07-48-11-858,11845166.550927,3497255.958504,60.722099,0.749100,0.001800,0.005600,0.017119,0.002424,1.590505
2024-12-27-07-48-11-866,11845166.557562,3497255.958609,60.722198,0.747900,0.002100,0.008400,0.017118,0.002405,1.590487
2024-12-27-07-48-11-874,11845166.564196,3497255.958705,60.722198,0.747300,0.001200,0.008200,0.017137,0.002419,1.590466
2024-12-27-07-48-11-882,11845166.570811,3497255.958798,60.722301,0.745500,0.000300,0.008400,0.017127,0.002405,1.590452
2024-12-27-07-48-11-890,11845166.577437,3497255.958884,60.722301,0.745900,-0.000700,0.008500,0.017115,0.002404,1.590429
2024-12-27-07-48-11-898,11845166.584041,3497255.958972,60.722401,0.744400,-0.000900,0.007700,0.017086,0.002371,1.590424
2024-12-27-07-48-11-906,11845166.590642,3497255.959053,60.722401,0.743700,-0.001500,0.010800,0.017072,0.002352,1.590411
2024-12-27-07-48-11-914,11845166.597236,3497255.959140,60.722500,0.742800,-0.001000,0.010000,0.017084,0.002346,1.590378
2024-12-27-07-48-11-930,11845166.610405,3497255.959330,60.722599,0.742000,0.000900,0.007700,0.017136,0.002347,1.590318
2024-12-27-07-48-11-938,11845166.616897,3497255.959348,60.722698,0.741000,0.002400,0.007300,0.017166,0.002322,1.590321
2024-12-27-07-48-11-946,11845166.623390,3497255.959359,60.722698,0.740700,0.002200,0.005400,0.017202,0.002334,1.590299
2024-12-27-07-48-11-954,11845166.629881,3497255.959377,60.722698,0.740600,0.002700,0.001500,0.017259,0.002343,1.590285
2024-12-27-07-48-11-962,11845166.636359,3497255.959393,60.722698,0.739500,0.002500,-0.000200,0.017304,0.002343,1.590265
2024-12-27-07-48-11-970,11845166.642828,3497255.959396,60.722698,0.738200,0.001100,-0.002400,0.017332,0.002335,1.590236
2024-12-27-07-48-11-978,11845166.649300,3497255.959393,60.722698,0.738100,-0.000400,-0.004800,0.017349,0.002366,1.590224
2024-12-27-07-48-11-986,11845166.655758,3497255.959379,60.722698,0.737000,-0.002100,-0.005100,0.017334,0.002368,1.590213
2024-12-27-07-48-11-994,11845166.662210,3497255.959363,60.722599,0.736100,-0.002900,-0.007300,0.017346,0.002380,1.590178
2024-12-27-07-48-12-002,11845166.668652,3497255.959341,60.722599,0.735000,-0.003700,-0.007700,0.017351,0.002382,1.590171
2024-12-27-07-48-12-010,11845166.675101,3497255.959312,60.722500,0.735300,-0.004400,-0.010400,0.017318,0.002383,1.590145
2024-12-27-07-48-12-018,11845166.681536,3497255.959278,60.722401,0.734500,-0.005100,-0.009400,0.017285,0.002386,1.590127
2024-12-27-07-48-12-026,11845166.687970,3497255.959245,60.722301,0.734000,-0.005100,-0.011800,0.017280,0.002408,1.590099
2024-12-27-07-48-12-034,11845166.694391,3497255.959211,60.722198,0.732900,-0.005100,-0.011600,0.017245,0.002394,1.590078
2024-12-27-07-48-12-042,11845166.700823,3497255.959179,60.722198,0.733400,-0.004700,-0.008800,0.017211,0.002432,1.590059
2024-12-27-07-48-12-050,11845166.707247,3497255.959152,60.722099,0.733200,-0.004000,-0.007700,0.017182,0.002424,1.590041
2024-12-27-07-48-12-058,11845166.713657,3497255.959131,60.722099,0.731900,-0.003000,-0.004500,0.017158,0.002421,1.590029
2024-12-27-07-48-12-066,11845166.720060,3497255.959116,60.722099,0.730600,-0.001900,-0.002400,0.017143,0.002431,1.590005
2024-12-27-07-48-12-074,11845166.726451,3497255.959106,60.722099,0.729200,-0.001100,0.001200,0.017130,0.002426,1.589995
2024-12-27-07-48-12-082,11845166.732840,3497255.959092,60.722099,0.728700,-0.001300,0.003000,0.017104,0.002423,1.589962
2024-12-27-07-48-12-090,11845166.739218,3497255.959080,60.722099,0.727600,-0.001400,0.004400,0.017107,0.002404,1.589951
2024-12-27-07-48-12-098,11845166.745594,3497255.959068,60.722099,0.727200,-0.001500,0.005800,0.017084,0.002399,1.589928
2024-12-27-07-48-12-106,11845166.751960,3497255.959058,60.722198,0.726300,-0.001300,0.007600,0.017078,0.002413,1.589901
2024-12-27-07-48-12-114,11845166.758323,3497255.959051,60.722301,0.726000,-0.001100,0.008200,0.017092,0.002379,1.589884
2024-12-27-07-48-12-122,11845166.764680,3497255.959046,60.722301,0.725300,-0.000600,0.008700,0.017075,0.002376,1.589868
2024-12-27-07-48-12-130,11845166.771029,3497255.959048,60.722401,0.724500,0.000100,0.009000,0.017074,0.002356,1.589858
2024-12-27-07-48-12-138,11845166.777378,3497255.959048,60.722500,0.724300,0.000300,0.010200,0.017068,0.002341,1.589830
2024-12-27-07-48-12-146,11845166.783707,3497255.959056,60.722500,0.722500,0.001100,0.008500,0.017087,0.002329,1.589829
2024-12-27-07-48-12-154,11845166.790050,3497255.959066,60.722599,0.723100,0.001600,0.010000,0.017134,0.002330,1.589807
2024-12-27-07-48-12-162,11845166.796381,3497255.959080,60.722698,0.722600,0.002200,0.008200,0.017153,0.002322,1.589794
2024-12-27-07-48-12-170,11845166.802711,3497255.959101,60.722698,0.722300,0.003100,0.008400,0.017179,0.002342,1.589775
2024-12-27-07-48-12-178,11845166.809028,3497255.959129,60.722801,0.721100,0.004000,0.006100,0.017222,0.002328,1.589761
2024-12-27-07-48-12-186,11845166.815344,3497255.959153,60.722801,0.720600,0.004000,0.003800,0.017234,0.002326,1.589746
2024-12-27-07-48-12-194,11845166.821658,3497255.959170,60.722801,0.720300,0.002900,0.001500,0.017246,0.002330,1.589739
2024-12-27-07-48-12-202,11845166.827959,3497255.959189,60.722801,0.719200,0.002700,-0.001100,0.017233,0.002318,1.589715
2024-12-27-07-48-12-210,11845166.834252,3497255.959195,60.722801,0.718100,0.001000,-0.002500,0.017245,0.002324,1.589710
2024-12-27-07-48-12-218,11845166.840542,3497255.959190,60.722801,0.717500,-0.000700,-0.004200,0.017230,0.002334,1.589672
2024-12-27-07-48-12-226,11845166.846822,3497255.959179,60.722801,0.716500,-0.002000,-0.005000,0.017226,0.002345,1.589660
2024-12-27-07-48-12-234,11845166.853101,3497255.959160,60.722698,0.716100,-0.003200,-0.006500,0.017199,0.002349,1.589634
2024-12-27-07-48-12-242,11845166.859373,3497255.959147,60.722599,0.715600,-0.002800,-0.008700,0.017183,0.002373,1.589624
2024-12-27-07-48-12-250,11845166.865636,3497255.959132,60.722599,0.714700,-0.002500,-0.008300,0.017139,0.002357,1.589597
2024-12-27-07-48-12-258,11845166.871899,3497255.959125,60.722500,0.714500,-0.001400,-0.010200,0.017099,0.002370,1.589584
2024-12-27-07-48-12-266,11845166.878386,3497255.959226,60.722500,0.713700,-0.000600,-0.007000,0.017064,0.002363,1.589577
2024-12-27-07-48-12-274,11845166.884729,3497255.959266,60.722401,0.713100,-0.000100,-0.007200,0.017029,0.002373,1.589553
2024-12-27-07-48-12-282,11845166.891068,3497255.959310,60.722401,0.712700,0.000400,-0.006500,0.016987,0.002395,1.589546
2024-12-27-07-48-12-290,11845166.897391,3497255.959351,60.722301,0.711300,0.000200,-0.006000,0.016954,0.002365,1.589518
2024-12-27-07-48-12-298,11845166.903717,3497255.959395,60.722301,0.711000,0.000400,-0.004800,0.016939,0.002376,1.589503
